text,label
A great way to keep track of honey do lists. We just had our first child and both my wife and I are mentally exhausted so it is easy to let things slip through the cracks. The shared project is great for us to communicate even if we are on different sleep schedules. I just wish there was a way to pin the current project to be the first thing that opens up instead of the daily view of the current day. Would definitely recommend.,Safe
"Very useful and handy. The simplicity of managing tasks pops this app out of hundreds. I'm enjoying using it and wheater you're a student or a very busy working-at-aoffice person, I highly recomend it. You won't regret.",Safe
Perfect! It'll help me keep organised during my online classes (GCSE student),Safe
"This app is sooo good for and perfect for students! ðŸŽ“ Add tasks at âš¡lightning speed and track your pomodoro sessionsðŸ…, habits â™»ï¸ and tasks ðŸ“¥ without problems!",not-safe
"Nice up. The only problem is price. Prices are the same to first world and third world. They don't have option to poor countries only for the rich ones. They don't have even option to students. The product is good, but there's no equality. Sad.",not-safe
"Nice up. The only problem is price. Prices are the same to first world and third world. They don't have option to poor countries only for the rich ones. They don't have even option to students. The product is good, but there's no equality. Sad.",not-safe
"This app is sooo good for and perfect for students! ðŸŽ“ Add tasks at âš¡lightning speed and track your pomodoro sessionsðŸ…, habits â™»ï¸ and tasks ðŸ“¥ without problems!",not-safe
I really like this app and it would be perfect if there was a lifetime premium version. I'm a student and it's a bit much for me to pay yearly for the next 6 years. :( I still have another great app for organising but that one sadly lacks a desktop version,Safe
"the reason I chose this app but not the others is because of the way the reminder works , I considered the upgrade but it's expensive for me as a student and no one time payment, hope there'll be student discount",Safe
I really like this app and it would be perfect if there was a lifetime premium version. I'm a student and it's a bit much for me to pay yearly for the next 6 years. :( I still have another great app for organising but that one sadly lacks a desktop version,Safe
"Would rate it 10 stars if I could! I have ADHD and I'm a student and this app is really good for homework and school planning, as well as making sure I stay focused on my school assignments with the pomo timer. I love that you can make things daily or customize how many times to be reminded of something!",Safe
"Would rate it 10 stars if I could! I have ADHD and I'm a student and this app is really good for homework and school planning, as well as making sure I stay focused on my school assignments with the pomo timer. I love that you can make things daily or customize how many times to be reminded of something!",Safe
"Well... this is the very first review for any app... n actually TickTick deserves it!! It is not only best for students but also for working people. Its features are AMAZING! As a student i tried many apps for focus, studies n timetable etc in a single app but no other apps give u the features what this app has!! N I m glad I came across such an amazing app, it has Reminders, to do list, pomodoro, tags for everything n many moreðŸ˜„ I would like to thank the creators to make such an amazing appâ¤â¤",Safe
I AM SPECIFICALLY LOOKING FOR A GAMIFIED PRODUCTIVITY APP. MY REVIEW OF YOURS WHICH IS VERY LACKING: Dark theme is missing! This one appears to be for 5 year olds! Can you make a NON-CHILD app similar to this but for REGULAR PEOPLE not 5 year old RPG gamers? I avoided yours for a long time but still nothing exists yet for adults. I hate RPG (cause I'm not an anti-social loser) but want to gamify my productivity with public leaderboards in an app. Thanks. Looks well made but I don't want it.,not-safe
"I love Habitica and I like the UI of the updated app, but I find it frustrating that the app doesn't show all the content that the website does. Normally this is just a small annoyance--but now, after paying for a Group plan for my family, I'm discovering that my kids can't access the group tasks list via the app! Which makes the entire thing a waste of money since the whole point was to be able to create tasks for family chores. Please tell me a fix is in the works!",not-safe
"I love Habitica and I like the UI of the updated app, but I find it frustrating that the app doesn't show all the content that the website does. Normally this is just a small annoyance--but now, after paying for a Group plan for my family, I'm discovering that my kids can't access the group tasks list via the app! Which makes the entire thing a waste of money since the whole point was to be able to create tasks for family chores. Please tell me a fix is in the works!",not-safe
This is such a great idea. I am a teacher and I was looking for ways to motivate my students. I didn't expect to love this for myself. My husband and I are working on household and self care goals and having fun. It's amazing!,Safe
"I noticed how obsessive I was about getting an achievement in some video game..Like a new gun, module etc. I would grind for ages... I thought what if I did this kind of work in real life? I would be so far ahead! So I thought to look for a Gamification app. Habiticia fit perfectly. I'm using the same ""obsessed"" attitude and all my thousands of hours of childhood ""training"" I have to achieve in video games games for achieving my daily habits. Thank you, you saved me. Instant 1 year sub.",Safe
"Great app help helps me get stuff done compared to other so-called ""Adult"" "" serious, not childish"" app",Safe
This is such a great idea. I am a teacher and I was looking for ways to motivate my students. I didn't expect to love this for myself. My husband and I are working on household and self care goals and having fun. It's amazing!,Safe
"I used to love this app so much but after the update I just want to uninstall it. Before the update every tree can be traded with the coins, but after the update almost every tree is the pro version. I'm extremely dissapointed with the updates. (newer update) We don't want refunds, we want our trees back. So many coins but there is nothing you can do with it!!! As a student, I don't want to spend any money on apps since I'm still dependent. And I'm going to look for an alternative app now.",not-safe
"This app WAS good. It's really heartbroken to see how you destroy this amazing app. I'm studying, like most of the users. AND WE DON'T MAKE MONEY. Are you that blind, how can't you see that most of the users are students? You've lost thousands of users. ðŸ‘",not-safe
"I had downloaded this app after being impressed by the reviews and popularity, but am extremely disappointed. No variety for trees, seems like everything is just for pro users - and students like us can't pay! No tutorial to understand the app - had to look up on youtube! No clarity?! Terrible experience!! Won't recommend.",not-safe
Very bad app for 12 student,not-safe
"This app was really great at the beginning. I really like the idea of it. But it has been some time now that I have started to notice some issues: - It has become very slow. Like it is not THAT slow, but for an app that is meant to be used all day long almost every day - I'm a full time student ;) - it does feel a little slow. - It has difficulties updating the time you spend studying in the ""friends"" window. My friends and I always have to go into the settings to make it update the time. Now I do not know if this is because of some android interrupt restrictions, but it would be great if you guys can fix this, because it simply makes the app less trustworthy. - Can we plzzzzz have more trees?? At the beginning the trees were very interesting to buy and to plant. But now I notice that even though most of the trees are fictional, they still are a little boring. And there aren't that many of them to begin with.",not-safe
"It's a great app as always. BUT for those who wanna update it to the latest version, DON'T DO IT. The latest system don't allow us to buy other species without paying for premium. Unlocking different type of trees is what keep motivating us to focus on the priorities. Without premium, there left only few typical trees in the store. As a student who's still financially independent like many others, I try not to spend any coins or cash on any apps no matter the price. I wish u can change it back.",not-safe
I can't believe you guys locked all the good trees with premium. Students who are saving money can't spend it on apps. Purchasing new trees always gave me motivation boost.ðŸ‘Ž,not-safe
"This app was really great at the beginning. I really like the idea of it. But it has been some time now that I have started to notice some issues: - It has become very slow. Like it is not THAT slow, but for an app that is meant to be used all day long almost every day - I'm a full time student ;) - it does feel a little slow. - It has difficulties updating the time you spend studying in the ""friends"" window. My friends and I always have to go into the settings to make it update the time. Now I do not know if this is because of some android interrupt restrictions, but it would be great if you guys can fix this, because it simply makes the app less trustworthy. - Can we plzzzzz have more trees?? At the beginning the trees were very interesting to buy and to plant. But now I notice that even though most of the trees are fictional, they still are a little boring. And there aren't that many of them to begin with.",not-safe
I loved this app and have used it throughout uni but with the recent update all my trees are gone and i cant buy anymore because i dont have premium (something ill never buy as a student). Really disappointed in what was a great app.,not-safe
"I think that this app is honestly really fun!! and for an unmotivated student like me, this gives me more motivation to study but this app has limited rewards and it takes very long to get enough coins to buy new trees so the forest becomes boring after awhile. I recommend giving new trees as rewards after focusing for eg : 200 mins 3 days straight or something like that. this app also deleted my 2 hour study because I used my phone during the last 1 minute to check on texts from my teacher ðŸ˜­ðŸ˜¡",not-safe
Very nice app it is really good app for students who don't want to study in this app I found a timer when we give up the plant will death and we feel bad to see it very good app but do not pay any money to the app the app will digest it and sit quite do not pay the app I had paid from another mobile it is not showing but in another app I have not paid anything and it is good but only one song is played in background and it is good app,not-safe
After you change it to pro version I have no motivation to study because I dont have tree Iam a student and I can't buy pro version But I love your app very much before pro version Please return it to free version,not-safe
I loved this app and have used it throughout uni but with the recent update all my trees are gone and i cant buy anymore because i dont have premium (something ill never buy as a student). Really disappointed in what was a great app.,not-safe
Thats a good app for students,not-safe
After you change it to pro version I have no motivation to study because I dont have tree Iam a student and I can't buy pro version But I love your app very much before pro version Please return it to free version,not-safe
"Honestly, this app really helps students like me amidst this pandemic. The UI is user-friendly, the trees are cute and the mechanics are A-okay. I think there are still points that can be updated just like trees can have small animations, new forest landscapes and a bit of interaction with the forest. It may stray away from its purpose of focusing but the feeling of completion gives me satisfaction. Last is how free users access the types of trees. I'm sure that you don't want them to be lost.",Safe
Its a very useful app for students who want to focus ....it has helped me a lot in keepingy time track in everything... Thanks team..ðŸ¤—,Safe
Good for student,Safe
A very good app for student It help me to improve my marks it is very helpful ..,Safe
"this is the first ever app that im willing to unlock any pro version! firstly, aside from the functions of pro, the app has a great variety of functions which allows me to stay concentrated even my phone is just with me! moreover the pro version is even more user friendly and price-efficient, it doesnt create any burden even to a normal student cause it's an one-off with a low price!",Safe
"I used to be a study skills tutor, and I commonly recommended this to students who struggled to stay off their phones or needed a focus timer. Forest is visually appealing, motivating, and user friendly. Unlike many other apps of its type, it doesn't induce shame; someone can go back to their phone in an emergency, they just lose the tree. It also allows for easy time tracking, amd for students to play music/spotify throughout the period (so long as they don't adjust). Love this app!",Safe
This app is very useful for me as a student to focus and to get some work done. It costs like 1 or 2 dollars to unlock the full app. (When we waste so much money on other stuff i guess this isn't a much price to pay.) Anyways happiest thing is that I'm able to contribute to a real planting campaign through this app. I highly recommend this app. Very satisfied.,Safe
"Absolutely love this app. Just wish the trees were a little cheaper in coins so they were easier to get. At the moment it takes me a month to get a new one. But at least that means I have to stay committed! The app is so cute, would highly recommend to anyone, especially students. Been doing a lot more uni work since I got this!!",Safe
A very good app for children ðŸ‘ðŸ‘this is the app I need for my studies I have some time lot of disturbence near me so it is very useful,Safe
"It is a great app.Very productive for students who cant focus because of phone, but the only problem after update I lost my some trees which I had opened by giving coins and this app taking money to open trees and that's a ridiculous thing .some students cant afford the prizes of tree...pls make the trees free ,only take coins not money to open trees",Safe
Wonderful app for studentsðŸ¤—,Safe
It is a really nice app for concentration. I love it and use it everyday. Really helpful for students and love that the timer is customisable,Safe
OMG I REALLY LOVE THIS APP CUZ IT IS MAKE MY CHILD..... VERY GOOD!!!,Safe
A very good app for children ðŸ‘ðŸ‘this is the app I need for my studies I have some time lot of disturbence near me so it is very useful,Safe
"This is by far my favorite habit tracking app (and I've tried many). I like the weekly view. (I have an unusual use for this app.....I use it to track my kids' school work and I like the weekly view so I can see what they have completed during the week). However, I'm not sure if this app is still being supported? The last update was over a year ago and they do not respond to inquiries. But the app does still work well.",Safe
"Loving this app, and got my kids to use it too. Only reason it dose not get 5 stars is because I can't set a task for a certain weekday in a month, for example the last Wednesday of every month.",Safe
"A bit underrated. It's a fun way to get things done, kind of like having a video game character. It does take time to set up and some unnecessary options cost money, but it makes getting stuff done feel more rewarding. Good app for parents to set up for their kids as well so they are more motivated and enjoy getting chores, homework, etc, done. :-)",Safe
"Loving this app, and got my kids to use it too. Only reason it dose not get 5 stars is because I can't set a task for a certain weekday in a month, for example the last Wednesday of every month.",Safe
"A bit underrated. It's a fun way to get things done, kind of like having a video game character. It does take time to set up and some unnecessary options cost money, but it makes getting stuff done feel more rewarding. Good app for parents to set up for their kids as well so they are more motivated and enjoy getting chores, homework, etc, done. :-)",Safe
"I love using this app for myself to help me prioritize/organize my time for school, homework, and playing. One thing I would love to see in here is an option where you can have multiple characters so a parent can get the app on their phone and make a character for each child so that they can keep track of what their child has done and what rewards they can have, ex: playing games, extra dessert, screen time, etc.",Safe
Love the app but i have a question. I have a morning routine set up with subtasks. Is there a way to hide the subtasks from my daily task veiw and only have them show under the master task pulldown tab? Also i would love it if i could order my tasks customly without having to assign a time to them. This is by far the best app i have found for setting to do's for yourself. As an adult with adhd I love the fun childish functionality without it looking like a childs game on my phone.,Safe
I just started the app a few days ago and I really like it. I told my kids it would have been nice to have this when they were young. The fight for chores might have been a little less of a struggle.,Safe
Great app. I would love to buy it for lifetime but the price is too steep for a student in india. Hopefully like Netflix and Spotify etc have done with their prices for india. You can give us some price which will be affordable in our country.,Safe
I just started the app a few days ago and I really like it. I told my kids it would have been nice to have this when they were young. The fight for chores might have been a little less of a struggle.,Safe
"I love using this app for myself to help me prioritize/organize my time for school, homework, and playing. One thing I would love to see in here is an option where you can have multiple characters so a parent can get the app on their phone and make a character for each child so that they can keep track of what their child has done and what rewards they can have, ex: playing games, extra dessert, screen time, etc.",Safe
Great app. I would love to buy it for lifetime but the price is too steep for a student in india. Hopefully like Netflix and Spotify etc have done with their prices for india. You can give us some price which will be affordable in our country.,Safe
"Would've given five star if: we were given points for completing tasks and there was a daily goal feature. (It kind of motivates the students to reach their daily goals.) Well, I'm a student so this is from my point of view. This is what I think, as a student, should be in a to-do list app. Even something similar shall do the job. Currently uninstalling the app, but with a hope that the creators will consider my point and do the needful. Thank you.",not-safe
Hello... I am Samia.. I want the reminder to be a loud alarm.... Plzzzz.....if u do this before year 2021..... I'll give u 5 stars and also I'll recommend this app to my students....... This app is best for students and business man,not-safe
"I'm a student who is tryna get my life more organized and I'm a big microsoft fan so I was happy when i saw this app, im not sure if anyone else is having this problem but my app isnt posting my notifications unless im in the app, for eg: i set a reminder and that reminder on u goes off if im in the app and doesnt go off when im out of the app, no notifications appear when im outside the app. Im voting it a 3 because im not sure.",not-safe
Hello... I am Samia.. I want the reminder to be a loud alarm.... Plzzzz.....if u do this before year 2021..... I'll give u 5 stars and also I'll recommend this app to my students....... This app is best for students and business man,not-safe
"Would've given five star if: we were given points for completing tasks and there was a daily goal feature. (It kind of motivates the students to reach their daily goals.) Well, I'm a student so this is from my point of view. This is what I think, as a student, should be in a to-do list app. Even something similar shall do the job. Currently uninstalling the app, but with a hope that the creators will consider my point and do the needful. Thank you.",not-safe
"2 missing featues I'd love to have: * ability to have another date. The one existing is a due date. How about a ""plan date"" and when that date is today, it gets auto added to ""my day"". It will allow users to plan ahead. * the ""Group by"" should be everywhere, in important and my day especially. I can't think of a reason why it shouldn't be there. It will allow us to see what we have planned in each category/list. I'm a student / young professional, and believe me, these would be killer features.",Safe
For the students this app is very very important to boost their productivity and because of the amazing features of microsoft it is easier to manage our taskes effeciently.,Safe
"I never write reviews but I love this app! I have tried a couple to-do listapps before and never found them really helpful. As a law student I need to keep track of a bunch of things and this app makes wrangling assignments, meetings and tasks so simple. I like that in addition to having your daily tasks there is a list making feature. It's also just plain fun to use. You have the option to change the theme and you get the perfectly satisfying ding sound when you check off a task.",Safe
"This is just great. As a student, I never forget homework or due dates. Hats off to Microsoft for coming up with such an app! I just wish we could use custom images as themes for lists.",Safe
So far this app has all what I am looking for. It is easy to use and overall the app is great especially for students who wanted to organize their tasks. It has themes to choose from by changing its color and background if you wanted to change the interface and theme of your to do list.,Safe
"I hope that users, if they want to record those tasks that aren't added but already accomplished, can also add the exact date & time of its accomplishment/submission just so users (i.e. students, etc.) can keep track on what they've recently accomplished/submitted with, more importantly, the exact date & time. Teachers, for instance, sometimes get confuse upon checking submitted documents and would rather ask the students when it was submitted, especially if passed online for fast retrieval.",Safe
"As a student I have tried a lot of task reminder or to do list but honestly this is he best one hands down. It hits every thing that a student could need and it's so organized. If you are student you must try ths app regardless if you need it or not, you will not regret it. It is also very custimaizable. And even if you are not a stdent you must try this for eg: you are a person with a buisy schedule. And even if you are going to the groceries this is there for you",Safe
"I love this app. First review I have ever done. I'm a student and use this app to help plan my assignments, day and life ðŸ˜‚. It's very satisfying crossing things off your list. Definitely recommend.",Safe
"This is just great. As a student, I never forget homework or due dates. Hats off to Microsoft for coming up with such an app! I just wish we could use custom images as themes for lists.",Safe
include monthly to do list. which helps students to create timetable.,not-safe
include monthly to do list. which helps students to create timetable.,not-safe
I recommended this app to everyone because it's very useful app especially for students like me,Safe
"Nice visual to organize and follow schedule. I would like to add personal routines... exercise, time bonding with children...but this app does not promise this..",Safe
"Beneficial to get my goal. It's heplful to make discipline and commitments to yourself,it's continually popping up notification that what you have decided according to your time table, over all its Good and helpful for students..!!",not-safe
"This app is really good for people, especially students who are busy with their schedules.. However since the last update in Feb 2020. I can't make new schedule. The 'OK' or 'DONE' button was gone.",not-safe
"Beneficial to get my goal. It's heplful to make discipline and commitments to yourself,it's continually popping up notification that what you have decided according to your time table, over all its Good and helpful for students..!!",not-safe
"(1/2)Best for students preparing for Competitive.. But I hope There should be more option for different Uses not fixing to only one particular requirement. (2/2) Time Indicating one Showing how accurately we have completed our works..Assume if I Make an Alarm at 6 am and I woke up at 7 am that will be loss so, that should be Highlighted to Not waste the time for next day Further Improvement these type of Options will help us ..ðŸ”¥",Safe
Great app... Exactly what I wanted... But it needs frequent troubleshooting owing to some reason unknown to me! Also the programme facility needs subscription which is not economically viable for students like me...,Safe
"Really helpful app. I've looked at lots of other schedule apps, but this one is the easiest for me to customize precisely. Great for making routines! Since a few of my routines overlap, it would be amazing if there were an option to see routine titles in the widget timeline above or before the task, in order to keep an overview of which/whose routine is in effect. Both of my children have their own different weekly routines, so it would be nice to see on the timeline, that for example, it's kid#1 who has school on Monday mornings and kid#2 on Monday afternoon instead of two ""time for school"" tasks with no specifics. It would also be great if this app could be accessible from my computer desktop or if I could sync with other family members.",Safe
"I really like this app for my phone. My favorite part is the voice notification. It really helps with my kids homeschooling. I set the voice to tell them that its time for school and to sit at the table, then it plays a little song. I love this because now when they hear this they turnoff their morning cartoons, put their dishes in the sink, grab their notebooks then sit at the table. I love that I don't have to keep tell them to get to the table anymore. The only thing I would suggest is having the option to make my schedule on the computer too and be able to link the two devises. Like how google does with their calendar app. Other than that I really like this app.",Safe
"Great app to plan out your weekly schedule, especially for a college student. However I wish it would show the amount of time being spent on each activity on the widget. It shows it when you go into the app but that's less convenient and helpful if you want to do a quick check to see how much time you have for today's lunch break.",Safe
that's good for students ðŸ‘ðŸ»,Safe
Great app... Exactly what I wanted... But it needs frequent troubleshooting owing to some reason unknown to me! Also the programme facility needs subscription which is not economically viable for students like me...,Safe
"(1/2)Best for students preparing for Competitive.. But I hope There should be more option for different Uses not fixing to only one particular requirement. (2/2) Time Indicating one Showing how accurately we have completed our works..Assume if I Make an Alarm at 6 am and I woke up at 7 am that will be loss so, that should be Highlighted to Not waste the time for next day Further Improvement these type of Options will help us ..ðŸ”¥",Safe
A best app for students.It has many cool features i must say.This app is actually helping me a lot to be more productive.,Safe
Its so amazing aap for student .I am also student and it so helpfull for following the timetable,Safe
"Excellent App!! I regret knowing this app sooo lateðŸ˜!! The best Thing was the 'Customisable Alarms/Notifications' ... As a student, im in love with this app! It help me stick to the timings... Also, the app didnt ask me to rate it! Instead i was findig where to Rate?? In Short : A great app!! Good going guysðŸ˜Š",Safe
A best app for students.It has many cool features i must say.This app is actually helping me a lot to be more productive.,Safe
Its so amazing aap for student .I am also student and it so helpfull for following the timetable,Safe
This app is very helpful for study . & this app is very helpful for me.ðŸ˜ŠðŸ˜Šâ°â°â°â°â°â°â°â°â°â°â°ðŸ˜„ðŸ˜„ðŸ˜„ðŸ˜„ðŸ˜„ðŸ˜„ðŸ˜„ðŸ˜„ðŸ˜ðŸ˜ðŸ˜„ðŸ˜ very very helpful for all students...ðŸ“—ðŸ“˜ðŸ“™ðŸ“šðŸ“”ðŸ“•ðŸ““ðŸ“‘ðŸ“’ðŸ“šðŸ“šðŸ“šðŸ“šðŸ“šðŸ“šðŸ“–ðŸ“–ðŸ“–ðŸ“–ðŸ“–ðŸ“–,Safe
"I just got this app about 2 days ago. I love it! I would give it â­â­â­â­â­ ... if the developers added new features such as: *more affordable $20/year *more stickers: love variety *journaling pages : customizable to be added anywhere within the planner *fully customizable upcoming event pages: to help plan for weddings, anniversaries, birthdays, graduations, parent to be planning & baby or adopted child showers, Valentine's, marriage proposal ðŸ˜Š",not-safe
"I just got this app about 2 days ago. I love it! I would give it â­â­â­â­â­ ... if the developers added new features such as: *more affordable $20/year *more stickers: love variety *journaling pages : customizable to be added anywhere within the planner *fully customizable upcoming event pages: to help plan for weddings, anniversaries, birthdays, graduations, parent to be planning & baby or adopted child showers, Valentine's, marriage proposal ðŸ˜Š",not-safe
Got it for he to know do of do not do me to my do do an do gone by hi do you do of do is well your name is on the list for the next few days and I will be there at the same time I don't have a whole lot of time to get the kids to the gum Wall Street journal and send it to you when I get home I will send you the link to the video of the puzzle in my room you have for me to get the kids to the gum Wall Street journal and send it to you when I get home I will send you the link to the video of ðŸ¤©ðŸ¤©,not-safe
"I'm a busy woman: single mother of two teens, executive assistant to two entrepreneurs, and a college student. Having this app available at my beck 'n call is a Godsend! I keep business tasks, personal priorities, grocery lists, & mommy-to-do checklists readily available through the app. It's having my 'paper brains' organized & conveniently located with the touch of a button. Helps with stress relief too. Absolutely necessary for working mommas!",Safe
"I'm a busy woman: single mother of two teens, executive assistant to two entrepreneurs, and a college student. Having this app available at my beck 'n call is a Godsend! I keep business tasks, personal priorities, grocery lists, & mommy-to-do checklists readily available through the app. It's having my 'paper brains' organized & conveniently located with the touch of a button. Helps with stress relief too. Absolutely necessary for working mommas!",Safe
"The best,best and the best app I've seen as an student Ok sirðŸ‘",Safe
"Compared to version 1 - poor. Allows for editing one entry of (for example) a weekly appointment, but rather than edit the one instance (as you think you are doing) it creates a new one, so you have a double entry, the original which you can't delete, even after synching. If you've set weekly appointments and one is cancelled, you should be able to edit that one instance without creating a duplicate. I've had this installed for some time now, thinking that the developers would resolve these problems, but although the app has regular 'updates', nothing has changed. Drag and drop defaults to copy, imo should be 'move' by default. If you change an appointment it changes, not duplicates. Also the interface and look (big text and colours) looks like a children's calender, while the original version actually looked quite professional.",not-safe
"Ads that cover the whole screen [Later update] Since you bothered to respond to my review I will elaborate: 1. Any app that displays weird looking adds (ads for games?!) that cover the whole screen are suspicious apps: spyware, etc. You should count yourself lucky that I did not report your app to Google. The only reason for not doing that is that I've been using your app for some time, before the new ad behavior, and it was fine. 2. Let's ignore my previous point for a minute and consider this: a ""Business Calendar"" app that sends me adds about online games that I can ""skip"" by stopping the app and then re-opening... Really, if I'm a business person what would I want with an online game for children? 3. You mentioned the apps has to be deployed daily. Tough luck! I did not make your release schedule, you did. Furthermore I would be perfectly fine using an older version of the app, with no ads, or far fewer adds. I really don't care about the latest releases, and most business people don't either. We want stable things that we don't need to upgrade every week or so. 4. Since the ads covering the whole screen started being pushed I realized that your app has little added value over the calendar apps that came preinstalled on my mobile devices... And they don't have any adds.",not-safe
"Ads that cover the whole screen [Later update] Since you bothered to respond to my review I will elaborate: 1. Any app that displays weird looking adds (ads for games?!) that cover the whole screen are suspicious apps: spyware, etc. You should count yourself lucky that I did not report your app to Google. The only reason for not doing that is that I've been using your app for some time, before the new ad behavior, and it was fine. 2. Let's ignore my previous point for a minute and consider this: a ""Business Calendar"" app that sends me adds about online games that I can ""skip"" by stopping the app and then re-opening... Really, if I'm a business person what would I want with an online game for children? 3. You mentioned the apps has to be deployed daily. Tough luck! I did not make your release schedule, you did. Furthermore I would be perfectly fine using an older version of the app, with no ads, or far fewer adds. I really don't care about the latest releases, and most business people don't either. We want stable things that we don't need to upgrade every week or so. 4. Since the ads covering the whole screen started being pushed I realized that your app has little added value over the calendar apps that came preinstalled on my mobile devices... And they don't have any adds.",not-safe
I've been using BC1 for years and I've installed BC2 on at least 2 seperate occasions. BC2 is so not as good as BC1. The overall look makes it look like a cheap childs game. The functionality became nonsensical and it made going back to BC1 such a pleasure. I can't imagine what the developers were thinking when making such changes. After using BC1 for so long I had high hopes for its future development but alas it not to be. These days I'm looking elsewhere.,not-safe
"Very professional and clean looking. 99% of the other calendar apps look like they were made for kids, or for entertainment. I like that I don't have to be afraid to open this calendar at work where others might see stupid stickers or silly themes. Moving to iOS, so I gave to uninstall.",Safe
It's a very good app... For all students and people who have less time,Safe
It's a very good app... For all students and people who have less time,Safe
"thank you i love facebook, i can chat my children.",Safe
Very time wasting app only shows irrelevant content and not made for childrens,not-safe
Nantaba christine i was born in 1990 in ugandan am omuganda mother of two children and also am single currently now am in uganda,Safe
Support extradinary kids.,Safe
Not safe for woman and children.,not-safe
This is a pointless way of communicating and connecting. It causes a lot of problems in personal relationships and is just another way for our kids to see things they shouldn't be,not-safe
Facebook is my long time friend till ever.. some new features making it great and keep it a safer platform. Its doesn't easy to take up your account as before. Thanks to the two-factor authentication. However sometimes you're flagged for dirty things that nursery child can tell is wrong. Keep updating the platform and making it a safer place to humanity.,Safe
"Further, you are at risk of theft if you use it for online banking and more. Similarly, it also gives virus attacks. A seemingly harmless link may activate a virus in your computer without you knowing. Moreover, you also get spam emails because of Facebook which may be frustrating at times. The biggest disadvantage has to be child pornography. It gives access to a lot of pornographic photos and videos. Similarly, it is also a great place for paedophiles to connect with minors",Safe
"I think that since so many adult videos are posted on Facebook, such accounts should be banned so that there is no risk of future children getting spoilt. thank you.",Safe
"especially school going students, constant use of Facebook can hamper their studies. It can be a distraction at times because it is such a platform that keeps you glued on to it. It can be the best way to pass your leisure time, but getting back to work is also necessary. Everything has a right side and comes with its share of disadvantages. It is every individualâ€™s choice how they use the platform. They can use it advantageously and get to know people from different cu",Safe
Not good for students ðŸ˜ŽðŸ˜ŽðŸ˜ŽðŸ«¡ðŸ«¡ðŸ’¯ðŸ’¯ðŸŽ‰ðŸ™ðŸ™ðŸ¿ðŸŽ‰,Safe
Spread Sexual type video or shorts don't good for any one specially for kids stay away from thisðŸ™,not-safe
"Is not appropriate too show breast on Facebook because kids also use facebook. Facebook allows breastfeeding to show on Facebook. It should not be allowed. Honestly i dont want reels to show on Facebook, i should have the option to disable at least.",not-safe
"Can you remove the lucky pick feature in the dating app? It adds matches from 200+ miles away. Can you add a no kids option for friends in the same app? Also, include an ethnicity filter.",not-safe
No such thing as sticking up for your self on Facebook even if your in the right you get banned just full of trolls and negative people and wonder why most people suffer from anxiety and depression Facebook isn't how it use to be and over last few years it became a verry toxic place full of judgemental people and even if you try and stick up for your self your the one getting banned I wouldn't even trust a kid on here this app should be notified as a 18+ amd isn't suitable for any kids not safe,not-safe
"Facebook used to be fun, now with the AI bot checking every word and picture, it will misinterpret words, for example, my daughter posted a video of her baby in his diaper dancing, she got a 6mth ban for posting child pornography. I have been banned for reposting stuff found on facebook - it doesn't make sense anymore. I really wish there was another platform because I would definitely use it.",not-safe
"Ã¬t is good to have children anÌˆd to educate them good morals,honesty and kindness and pray daily is important",Safe
"this is the second time i got suspended. Im just a student minding my powerpoint for the upcoming test then suddenly i got suspended. worst part of this is facebook doesn't even tell me what did i do that goes against their guidelines. the support chat does not open so it's basically helpless. for an app this widely used, customer service is handled poorly. i still have my account suspended as of now.",not-safe
"Fix your app. How dare you falsely accuse me of Child Sexual Exploitation? When you have no evidence. Fix your app. I have done nothing, all I post are shares of Filipino memes and Drawing techniques. And now I can't even do my homework because of you. Fix it.",not-safe
God has carried you a long way I am blessed and honored you are very strong woman (a child of God),Safe
"Excellent at keeping I'm together. That's what I thought you know. That I'd never been to USA. Can you help me get benefits? I'm not gonna kick you out on volunteering. Okay, can I be another time? That I meanthat's all you know. I have children argument.",Safe
"This application is very helpful to peoples because it is connect one place to another place easily and no it helps to chat with our friends and it also help to business purpose. In covid-19 it was very helpful to children's for their studies in online mode from schools. This application have some more features just like video call, vioce call, send messages and more other options that was very helpful to peoples who's talk her/his relatives and other persons after that looks and feels so happy.",Safe
"WhatsApp block or want to block my account,they said dew to spam please I have not done anything wrong with my account, if this account is blocked how will I be able to chat my children and families, maybe someone is behind this or wrongly reported my account, please I need the account to be corrected I can't even chat nor see any message sent to me please I need help ðŸ™ðŸ™ðŸ™ðŸ™",not-safe
"I have faced only one problem during video calling. When I talk on video call, the person in front wants to talk to the children and when I give the phone to the children, they cut the call. Please add a feature. Video call screen lock feature. I hope you will also like this feature.",Safe
Good concept for childrens,Safe
My whsapp band I am istudent please my rueell fallow please my account bhel,not-safe
"This app has been helpful enough,now i can message my children who are outside nigeria....",Safe
"Very bad bad without any reason my WhatsApp account banned,Who gave permission to the Whatsapp community to ban the account 7 times in 1 week? I downloaded Whatsapp for the children at home and the Whatsapp people are not understanding. Do not download WhatsApp if you face any problem regarding ban",not-safe
Please help me My what's up number is banned due to spam. I did not anything against the what's up rules. Please fix my problem. I am a student and highly requested to u,not-safe
WhatsApp has been a very good app to me as a student. I love this app a lot and I rate it 5 stars due to the sense that it allows group chat which has helped concerning my academic life,Safe
"You have been suspending my account for no reasons and I'm a student,why are you doing this?",not-safe
